YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2017,2017,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.2,3.2,,2.9,3.5,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,WHT
2020,2020,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.2,6.2,,4.3,8.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2021,2021,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.4,15.4,,13.1,18,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,WHT
2018,2018,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,MRC
2020,2020,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4,4,,3.8,4.3,Overall,Overall,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,OVERALL,OVR
2011,2011,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.3,11.3,,8.7,14.6,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,WHT
2019,2019,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.8,2.8,,2.4,3.2,Gender,Male,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2014,2014,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.5,3.5,,3.1,3.8,Gender,Female,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2018,2018,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.8,3.8,,3.5,4.1,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2016,2016,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.1,3.1,,2.8,3.4,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,OVERALL,OVR
2021,2021,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.6,,3.3,3.9,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,WHT
2016,2016,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.1,3.1,,2.8,3.3,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2020,2020,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5,5,,4.6,5.4,Gender,Female,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2019,2019,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,BLK
2013,2013,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.2,3.2,,2.8,3.6,Gender,Female,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2021,2021,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,MRC
2011,2011,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,HIS
2021,2021,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.4,3.4,,3.2,3.7,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,WHT
2016,2016,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,BLK
2014,2014,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.6,2.6,,1.7,3.5,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,OTH
2014,2014,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,9.2,9.2,,6.9,12.1,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2011,2011,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.7,2.7,,2.4,2.9,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,WHT
2020,2020,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.1,4.1,,3.8,4.4,Overall,Overall,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2012,2012,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.2,3.2,,2.8,3.5,Gender,Female,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,GENDER,GENF
2011,2011,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
2011,2011,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,MRC
2017,2017,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.8,2.8,,2.5,3.1,Gender,Male,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2013,2013,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.9,3.9,,1.7,6.1,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
2015,2015,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.6,2.6,,2.3,3,Gender,Male,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2018,2018,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.7,3.7,,1.5,5.8,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,BLK
2015,2015,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,BLK
2013,2013,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.6,2.6,,2.4,2.8,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,WHT
2016,2016,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,7.4,7.4,,3.8,11,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,HIS
2019,2019,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.7,3.7,,3.3,4,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,OVERALL,OVR
2013,2013,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,MRC
2015,2015,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.1,16.1,,12.4,20.6,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,WHT
2018,2018,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.2,3.2,,2.8,3.6,Gender,Male,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2014,2014,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,HIS
2012,2012,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.6,,2.4,4.8,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
2013,2013,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.3,2.3,,2,2.6,Gender,Male,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,GENDER,GENM
2020,2020,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.6,2.6,,1.8,3.4,Race/Ethnicity,Hispanic,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
2015,2015,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.1,16.1,,12.7,20.3,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2019,2019,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.6,,3.3,4,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2011,2011,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.4,2.4,,2,2.8,Gender,Male,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,GENDER,GENM
2017,2017,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.5,3.5,,1.8,5.2,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,BLK
2019,2019,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,BLK
2014,2014,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,BLK
2011,2011,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,BLK
2018,2018,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,4.4,,3.1,5.6,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,OTH
2012,2012,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,10.6,10.6,,7.8,14.2,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,WHT
2021,2021,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,7,7,,3.7,10.4,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,BLK
2020,2020,NC,North Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,19.7,19.7,,16.9,22.7,Overall,Overall,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2018,2018,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,HIS
2013,2013,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,9.7,9.7,,7.4,12.7,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2016,2016,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.2,3.2,,2,4.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,OTH
2013,2013,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.7,3.7,,2.7,4.7,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,OTH
2012,2012,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.4,2.4,,2,2.8,Gender,Male,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2017,2017,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.4,3.4,,3.2,3.7,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,OVERALL,OVR
2013,2013,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,BLK
2015,2015,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.3,3.3,,3,3.6,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,OVERALL,OVR
2016,2016,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,OTH
2012,2012,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,BLK
2011,2011,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.6,5.6,,3.6,7.5,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,OTH
2015,2015,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.3,3.3,,3,3.6,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2017,2017,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,MRC
2019,2019,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,HIS
2020,2020,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.8,4.8,,4.4,5.2,Gender,Female,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,GENDER,GENF
