Year,State,Question,DataValueType,DataValue,Race/Ethnicity
2017,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"Other, non-Hispanic"
2017,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"White, non-Hispanic"
2018,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Black, non-Hispanic"
2018,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Hispanic
2018,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.2,"Multiracial, non-Hispanic"
2018,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.4,"Other, non-Hispanic"
2018,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"White, non-Hispanic"
2019,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Black, non-Hispanic"
2019,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Hispanic
2019,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.5,"Multiracial, non-Hispanic"
2019,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.5,"Other, non-Hispanic"
2019,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2020,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Black, non-Hispanic"
2020,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Hispanic
2020,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,"Multiracial, non-Hispanic"
2020,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"Other, non-Hispanic"
2020,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2021,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"Black, non-Hispanic"
2021,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Hispanic
2021,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,"Multiracial, non-Hispanic"
2021,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"Other, non-Hispanic"
2021,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"White, non-Hispanic"
2011,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Black, non-Hispanic"
2011,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.5,Hispanic
2011,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.4,"Multiracial, non-Hispanic"
2011,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,"Other, non-Hispanic"
2011,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"White, non-Hispanic"
2013,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"Black, non-Hispanic"
2013,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.2,Hispanic
2013,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.7,"Multiracial, non-Hispanic"
2013,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.6,"Other, non-Hispanic"
2013,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"White, non-Hispanic"
2014,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"Black, non-Hispanic"
2014,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Hispanic
2014,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.4,"Multiracial, non-Hispanic"
2014,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Other, non-Hispanic"
2014,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"White, non-Hispanic"
2015,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"Black, non-Hispanic"
2015,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Hispanic
2015,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Multiracial, non-Hispanic"
2015,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"Other, non-Hispanic"
2015,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"White, non-Hispanic"
2016,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Black, non-Hispanic"
2016,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.0,Hispanic
2016,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.0,"Multiracial, non-Hispanic"
2016,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"Other, non-Hispanic"
2016,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2017,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Black, non-Hispanic"
2017,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Hispanic
2017,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Multiracial, non-Hispanic"
2017,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"Other, non-Hispanic"
2017,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2018,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Black, non-Hispanic"
2018,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Hispanic
2018,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,"Multiracial, non-Hispanic"
2018,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Other, non-Hispanic"
2018,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2019,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Black, non-Hispanic"
2019,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,Hispanic
2019,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.3,"Multiracial, non-Hispanic"
2019,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,"Other, non-Hispanic"
2019,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"White, non-Hispanic"
2020,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"Black, non-Hispanic"
2020,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.4,Hispanic
2020,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.8,"Multiracial, non-Hispanic"
2020,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"Other, non-Hispanic"
2020,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"White, non-Hispanic"
2021,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"Black, non-Hispanic"
2021,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Hispanic
2021,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.7,"Multiracial, non-Hispanic"
2021,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,"Other, non-Hispanic"
2021,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"White, non-Hispanic"
2011,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,"Other, non-Hispanic"
2011,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.6,"White, non-Hispanic"
2013,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"Other, non-Hispanic"
2013,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.6,"White, non-Hispanic"
2014,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.6,"Other, non-Hispanic"
2014,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,"White, non-Hispanic"
2015,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Other, non-Hispanic"
2015,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,"White, non-Hispanic"
2016,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.4,Hispanic
2016,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,"Other, non-Hispanic"
2016,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,"White, non-Hispanic"
2017,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,"Black, non-Hispanic"
2017,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.8,Hispanic
2017,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,9.3,"Multiracial, non-Hispanic"
2017,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,"Other, non-Hispanic"
2017,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,"White, non-Hispanic"
2018,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"Black, non-Hispanic"
2018,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,Hispanic
2018,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.5,"Multiracial, non-Hispanic"
2018,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"Other, non-Hispanic"
2018,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"White, non-Hispanic"
2019,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.9,Hispanic
2019,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,"Other, non-Hispanic"
2019,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,"White, non-Hispanic"
2020,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Hispanic
2020,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.2,"Multiracial, non-Hispanic"
2020,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"Other, non-Hispanic"
2020,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"White, non-Hispanic"
2021,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.0,"Black, non-Hispanic"
2021,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.7,Hispanic
2021,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Multiracial, non-Hispanic"
2021,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,"Other, non-Hispanic"
2021,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"White, non-Hispanic"
2011,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.8,"Black, non-Hispanic"
2011,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,"Other, non-Hispanic"
2011,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"White, non-Hispanic"
2013,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"Black, non-Hispanic"
2013,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Hispanic
2013,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,"Multiracial, non-Hispanic"
2013,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,"Other, non-Hispanic"
2013,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"White, non-Hispanic"
2014,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"Black, non-Hispanic"
2014,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,Hispanic
2014,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,9.1,"Multiracial, non-Hispanic"
2014,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"Other, non-Hispanic"
2014,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2015,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"Black, non-Hispanic"
2015,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,Hispanic
2015,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.6,"Multiracial, non-Hispanic"
2015,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"White, non-Hispanic"
2016,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"Black, non-Hispanic"
2016,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.0,Hispanic
2016,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.5,"Multiracial, non-Hispanic"
2016,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,"Other, non-Hispanic"
2016,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2017,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Black, non-Hispanic"
2017,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.4,Hispanic
2017,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.8,"Multiracial, non-Hispanic"
2017,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Other, non-Hispanic"
2017,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"White, non-Hispanic"
2018,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"Black, non-Hispanic"
2018,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.8,Hispanic
2018,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.9,"Multiracial, non-Hispanic"
2018,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"Other, non-Hispanic"
2018,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"White, non-Hispanic"
2019,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Black, non-Hispanic"
2019,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.1,Hispanic
2019,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.0,"Multiracial, non-Hispanic"
2019,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Other, non-Hispanic"
2019,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"White, non-Hispanic"
2020,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,"Black, non-Hispanic"
2020,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.5,Hispanic
2020,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.2,"Multiracial, non-Hispanic"
2020,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Other, non-Hispanic"
2020,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"White, non-Hispanic"
2021,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.5,"Black, non-Hispanic"
2021,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.0,Hispanic
2021,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.1,"Multiracial, non-Hispanic"
2021,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.1,"Other, non-Hispanic"
2021,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"White, non-Hispanic"
2011,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,"Black, non-Hispanic"
2011,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Hispanic
2011,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.5,"Multiracial, non-Hispanic"
2011,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"Other, non-Hispanic"
2011,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"White, non-Hispanic"
2013,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"Black, non-Hispanic"
2013,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Hispanic
2013,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.0,"Multiracial, non-Hispanic"
