Year,StateAbbr,State,Question,DataValueUnit,DataValueType,DataValue,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation
2011,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.0,4.5,7.4,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-99.36572062299967 41.6410409880005)
2021,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.1,3.9,4.3,Overall,Overall,POINT (-99.36572062299967 41.6410409880005)
2017,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.6,3.3,5.9,Race/Ethnicity,"Black, non-Hispanic",POINT (-99.36572062299967 41.6410409880005)
2013,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.4,3.3,7.5,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-99.36572062299967 41.6410409880005)
2013,NE,Nebraska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,7.9,4.6,13.4,Race/Ethnicity,Hispanic,POINT (-99.36572062299967 41.6410409880005)
2020,ND,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.3,3.1,5.5,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047)
2019,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.6,2.6,4.7,Race/Ethnicity,"Black, non-Hispanic",POINT (-99.36572062299967 41.6410409880005)
2020,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.9,3.7,4.1,Overall,Overall,POINT (-99.36572062299967 41.6410409880005)
2016,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.3,2.5,4.1,Race/Ethnicity,Hispanic,POINT (-99.36572062299967 41.6410409880005)
2011,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.1,2.9,3.2,Overall,Overall,POINT (-99.36572062299967 41.6410409880005)
2011,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.4,3.8,Gender,Female,POINT (-99.36572062299967 41.6410409880005)
2021,NE,Nebraska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.1,9.3,23.5,Race/Ethnicity,"Other, non-Hispanic",POINT (-99.36572062299967 41.6410409880005)
2016,NE,Nebraska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.5,12.4,17.0,Overall,Overall,POINT (-99.36572062299967 41.6410409880005)
2020,ND,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.0,3.5,6.6,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047)
2013,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.0,2.8,3.2,Race/Ethnicity,"White, non-Hispanic",POINT (-99.36572062299967 41.6410409880005)
2014,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.8,2.6,2.9,Overall,Overall,POINT (-99.36572062299967 41.6410409880005)
2012,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.3,3.8,Gender,Female,POINT (-99.36572062299967 41.6410409880005)
2019,NE,Nebraska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,9.2,6.9,12.3,Race/Ethnicity,Hispanic,POINT (-99.36572062299967 41.6410409880005)
2011,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.1,2.9,3.2,Overall,Overall,POINT (-99.36572062299967 41.6410409880005)
2020,ND,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.7,2.3,3.1,Gender,Male,POINT (-100.11842104899966 47.47531977900047)
2016,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.2,3.0,3.4,Overall,Overall,POINT (-99.36572062299967 41.6410409880005)
2016,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.0,3.7,4.4,Gender,Female,POINT (-99.36572062299967 41.6410409880005)
2018,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.6,3.4,3.8,Overall,Overall,POINT (-99.36572062299967 41.6410409880005)
2012,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.0,2.9,3.2,Overall,Overall,POINT (-99.36572062299967 41.6410409880005)
2020,ND,North Dakota,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.5,11.0,16.3,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047)
2021,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.5,3.2,3.7,Gender,Male,POINT (-99.36572062299967 41.6410409880005)
2020,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,9.1,6.3,11.9,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-99.36572062299967 41.6410409880005)
2018,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.3,4.0,4.6,Gender,Female,POINT (-99.36572062299967 41.6410409880005)
2020,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.6,4.3,4.9,Gender,Female,POINT (-99.36572062299967 41.6410409880005)
2017,NE,Nebraska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,9.8,7.2,13.2,Race/Ethnicity,Hispanic,POINT (-99.36572062299967 41.6410409880005)
2020,ND,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.5,3.2,3.9,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047)
2014,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.4,3.2,3.6,Gender,Female,POINT (-99.36572062299967 41.6410409880005)
2012,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.6,2.3,2.8,Gender,Male,POINT (-99.36572062299967 41.6410409880005)
2015,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.8,1.9,3.7,Race/Ethnicity,"Black, non-Hispanic",POINT (-99.36572062299967 41.6410409880005)
2011,NE,Nebraska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.0,10.5,13.6,Race/Ethnicity,"White, non-Hispanic",POINT (-99.36572062299967 41.6410409880005)
2015,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.0,2.8,3.2,Race/Ethnicity,"White, non-Hispanic",POINT (-99.36572062299967 41.6410409880005)
2021,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.4,4.2,4.6,Race/Ethnicity,"White, non-Hispanic",POINT (-99.36572062299967 41.6410409880005)
2020,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.4,3.3,5.5,Race/Ethnicity,"Black, non-Hispanic",POINT (-99.36572062299967 41.6410409880005)
2013,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.3,2.1,4.4,Race/Ethnicity,"Black, non-Hispanic",POINT (-99.36572062299967 41.6410409880005)
2018,NE,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,7.0,4.1,9.9,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-99.36572062299967 41.6410409880005)
2016,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.1,2.7,3.5,Gender,Male,POINT (-71.50036091999965 43.65595011300047)
2017,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.0,2.6,7.4,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2012,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.6,4.2,5.1,Gender,Female,POINT (-71.50036091999965 43.65595011300047)
2020,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.7,3.0,6.5,Race/Ethnicity,"Other, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2013,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,7.1,4.1,10.0,Race/Ethnicity,Hispanic,POINT (-71.50036091999965 43.65595011300047)
2012,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.9,3.6,4.2,Overall,Overall,POINT (-71.50036091999965 43.65595011300047)
2021,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,2.6,6.2,Race/Ethnicity,"Other, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2021,NJ,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.7,2.2,3.3,Race/Ethnicity,"Other, non-Hispanic",POINT (-74.27369128799967 40.13057004800049)
2016,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.2,2.3,8.0,Race/Ethnicity,"Other, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2017,NH,New Hampshire,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,22.4,17.9,27.5,Overall,Overall,POINT (-71.50036091999965 43.65595011300047)
2011,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,10.1,6.0,14.3,Race/Ethnicity,Hispanic,POINT (-71.50036091999965 43.65595011300047)
2018,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.1,3.8,4.5,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2016,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.1,4.5,5.7,Gender,Female,POINT (-71.50036091999965 43.65595011300047)
2014,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.3,3.9,Overall,Overall,POINT (-71.50036091999965 43.65595011300047)
2012,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.8,1.6,6.0,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2011,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,3.9,4.8,Gender,Female,POINT (-71.50036091999965 43.65595011300047)
2014,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.1,3.6,4.5,Gender,Female,POINT (-71.50036091999965 43.65595011300047)
2013,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.3,3.9,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2015,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.3,4.0,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2014,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.5,3.2,3.8,Overall,Overall,POINT (-71.50036091999965 43.65595011300047)
2020,NH,New Hampshire,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.2,15.6,21.0,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2021,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,4.1,4.8,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2018,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.6,4.2,5.0,Overall,Overall,POINT (-71.50036091999965 43.65595011300047)
2013,NH,New Hampshire,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.1,11.6,17.1,Overall,Overall,POINT (-71.50036091999965 43.65595011300047)
2016,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.7,4.2,5.3,Gender,Female,POINT (-71.50036091999965 43.65595011300047)
2012,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.5,4.1,Overall,Overall,POINT (-71.50036091999965 43.65595011300047)
2013,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.6,4.0,9.2,Race/Ethnicity,Hispanic,POINT (-71.50036091999965 43.65595011300047)
2019,NH,New Hampshire,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,20.7,17.7,24.0,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2021,NJ,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.0,4.6,5.3,Gender,Female,POINT (-74.27369128799967 40.13057004800049)
2021,NJ,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.8,4.4,5.1,Gender,Female,POINT (-74.27369128799967 40.13057004800049)
2015,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.1,2.2,7.9,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2019,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,8.1,4.1,12.1,Race/Ethnicity,Hispanic,POINT (-71.50036091999965 43.65595011300047)
2013,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.5,2.4,6.7,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2020,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.0,3.8,8.2,Race/Ethnicity,Hispanic,POINT (-71.50036091999965 43.65595011300047)
2021,NJ,New Jersey,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,22.1,19.0,25.6,Race/Ethnicity,"White, non-Hispanic",POINT (-74.27369128799967 40.13057004800049)
2018,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,7.4,4.4,10.5,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2011,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.0,3.7,4.3,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2021,NH,New Hampshire,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,26.7,22.6,31.3,Overall,Overall,POINT (-71.50036091999965 43.65595011300047)
2019,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.1,4.6,5.6,Gender,Female,POINT (-71.50036091999965 43.65595011300047)
2021,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.4,4.5,8.3,Race/Ethnicity,Hispanic,POINT (-71.50036091999965 43.65595011300047)
2016,NH,New Hampshire,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,24.6,20.0,29.9,Overall,Overall,POINT (-71.50036091999965 43.65595011300047)
2015,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.9,2.5,3.3,Gender,Male,POINT (-71.50036091999965 43.65595011300047)
2021,NJ,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,4.0,4.5,Overall,Overall,POINT (-74.27369128799967 40.13057004800049)
2017,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.7,4.2,5.2,Gender,Female,POINT (-71.50036091999965 43.65595011300047)
2015,NH,New Hampshire,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.0,12.7,19.9,Overall,Overall,POINT (-71.50036091999965 43.65595011300047)
2021,NJ,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.4,4.1,4.6,Overall,Overall,POINT (-74.27369128799967 40.13057004800049)
2011,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.1,3.8,4.4,Overall,Overall,POINT (-71.50036091999965 43.65595011300047)
2021,NJ,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.5,2.3,4.7,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-74.27369128799967 40.13057004800049)
2021,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.4,4.3,Gender,Male,POINT (-71.50036091999965 43.65595011300047)
2016,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.3,3.7,7.0,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2020,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.8,3.0,6.5,Race/Ethnicity,"Other, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2013,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.2,2.8,3.6,Gender,Male,POINT (-71.50036091999965 43.65595011300047)
2021,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.9,4.5,5.3,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2017,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.5,4.2,Overall,Overall,POINT (-71.50036091999965 43.65595011300047)
2016,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,3.8,4.6,Overall,Overall,POINT (-71.50036091999965 43.65595011300047)
2013,NH,New Hampshire,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.4,11.7,17.6,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2020,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.7,4.4,5.1,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2011,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.9,3.4,4.4,Gender,Male,POINT (-71.50036091999965 43.65595011300047)
2020,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.4,3.0,3.7,Gender,Male,POINT (-71.50036091999965 43.65595011300047)
2019,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,4.1,4.7,Overall,Overall,POINT (-71.50036091999965 43.65595011300047)
2021,NJ,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.1,4.0,Race/Ethnicity,Hispanic,POINT (-74.27369128799967 40.13057004800049)
2015,NH,New Hampshire,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.2,12.7,20.3,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2016,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.9,3.6,4.3,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036091999965 43.65595011300047)
2015,NH,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.5,3.2,3.8,Overall,Overall,POINT (-71.50036091999965 43.65595011300047)
